characterId,characterNum,characterName,group,role,battleStyleName,battleStyleType,styleIndex,skillType,tableKind,skillName,headers,row
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","beta","base","St. Louis Smash","""[\""Level\"",\""Damage\"",\""Ammo\"",\""Use Ammo\"",\""Reload\"",\""Down Power\""]""","""[\""Lv.5\"",\""158\"",\""x2\"",\""x1\"",\""8s\"",\""100\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","beta","base","St. Louis Smash","""[\""Level\"",\""Damage\"",\""Ammo\"",\""Use Ammo\"",\""Reload\"",\""Down Power\""]""","""[\""Lv.6\"",\""163\"",\""x2\"",\""x1\"",\""8s\"",\""100\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","beta","base","St. Louis Smash","""[\""Level\"",\""Damage\"",\""Ammo\"",\""Use Ammo\"",\""Reload\"",\""Down Power\""]""","""[\""Lv.7\"",\""168\"",\""x2\"",\""x1\"",\""8s\"",\""100\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","beta","base","St. Louis Smash","""[\""Level\"",\""Damage\"",\""Ammo\"",\""Use Ammo\"",\""Reload\"",\""Down Power\""]""","""[\""Lv.8\"",\""173\"",\""x2\"",\""x1\"",\""8s\"",\""100\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","beta","base","St. Louis Smash","""[\""Level\"",\""Damage\"",\""Ammo\"",\""Use Ammo\"",\""Reload\"",\""Down Power\""]""","""[\""Lv.9\"",\""180\"",\""x2\"",\""x1\"",\""6s\"",\""100\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","beta","additional","St. Louis Smash","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Ground (地上)\"",\""Lv.1\"",\""30\"",\""100\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","beta","additional","St. Louis Smash","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Ground (地上)\"",\""Lv.2\"",\""30\"",\""100\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","beta","additional","St. Louis Smash","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Ground (地上)\"",\""Lv.3\"",\""30\"",\""100\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","beta","additional","St. Louis Smash","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Ground (地上)\"",\""Lv.4\"",\""50\"",\""100\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","gamma","base","Blackwhip","""[\""Level\"",\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""Lv.1\"",\""x1\"",\""x1\"",\""12s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","gamma","base","Blackwhip","""[\""Level\"",\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""Lv.2\"",\""x1\"",\""x1\"",\""11s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","gamma","base","Blackwhip","""[\""Level\"",\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""Lv.3\"",\""x1\"",\""x1\"",\""10s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","gamma","base","Blackwhip","""[\""Level\"",\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""Lv.4\"",\""x1\"",\""x1\"",\""10s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","gamma","base","Blackwhip","""[\""Level\"",\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""Lv.5\"",\""x1\"",\""x1\"",\""9.5s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","gamma","base","Blackwhip","""[\""Level\"",\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""Lv.6\"",\""x1\"",\""x1\"",\""9s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","gamma","base","Blackwhip","""[\""Level\"",\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""Lv.7\"",\""x1\"",\""x1\"",\""8.5s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","gamma","base","Blackwhip","""[\""Level\"",\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""Lv.8\"",\""x1\"",\""x1\"",\""8s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","gamma","base","Blackwhip","""[\""Level\"",\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""Lv.9\"",\""x2\"",\""x1\"",\""10s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Izuku Midoriya","Assault","0","special","special","Carry to Safety","""[\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""x150\"",\""x5\"",\""1s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","alpha","base","Delaware Smash Full Bullet!","""[\""Level\"",\""Damage\"",\""Ammo\"",\""Use Ammo\"",\""Reload\"",\""Down Power\""]""","""[\""Lv.1\"",\""14\"",\""x6\"",\""x1\"",\""1s\"",\""35\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","alpha","base","Delaware Smash Full Bullet!","""[\""Level\"",\""Damage\"",\""Ammo\"",\""Use Ammo\"",\""Reload\"",\""Down Power\""]""","""[\""Lv.2\"",\""15\"",\""x6\"",\""x1\"",\""1s\"",\""35\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","alpha","base","Delaware Smash Full Bullet!","""[\""Level\"",\""Damage\"",\""Ammo\"",\""Use Ammo\"",\""Reload\"",\""Down Power\""]""","""[\""Lv.3\"",\""16\"",\""x6\"",\""x1\"",\""1s\"",\""35\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","alpha","base","Delaware Smash Full Bullet!","""[\""Level\"",\""Damage\"",\""Ammo\"",\""Use Ammo\"",\""Reload\"",\""Down Power\""]""","""[\""Lv.4\"",\""17\"",\""x7\"",\""x1\"",\""1s\"",\""35\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","alpha","base","Delaware Smash Full Bullet!","""[\""Level\"",\""Damage\"",\""Ammo\"",\""Use Ammo\"",\""Reload\"",\""Down Power\""]""","""[\""Lv.5\"",\""18\"",\""x7\"",\""x1\"",\""1s\"",\""35\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","alpha","base","Delaware Smash Full Bullet!","""[\""Level\"",\""Damage\"",\""Ammo\"",\""Use Ammo\"",\""Reload\"",\""Down Power\""]""","""[\""Lv.6\"",\""19\"",\""x7\"",\""x1\"",\""1s\"",\""35\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","alpha","base","Delaware Smash Full Bullet!","""[\""Level\"",\""Damage\"",\""Ammo\"",\""Use Ammo\"",\""Reload\"",\""Down Power\""]""","""[\""Lv.7\"",\""20\"",\""x8\"",\""x1\"",\""1s\"",\""35\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","alpha","base","Delaware Smash Full Bullet!","""[\""Level\"",\""Damage\"",\""Ammo\"",\""Use Ammo\"",\""Reload\"",\""Down Power\""]""","""[\""Lv.8\"",\""21\"",\""x8\"",\""x1\"",\""1s\"",\""35\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","alpha","base","Delaware Smash Full Bullet!","""[\""Level\"",\""Damage\"",\""Ammo\"",\""Use Ammo\"",\""Reload\"",\""Down Power\""]""","""[\""Lv.9\"",\""22\"",\""x8\"",\""x1\"",\""1s\"",\""35\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","alpha","additional","Delaware Smash Full Bullet!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""\"",\""Lv.1\"",\""62\"",\""250\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","alpha","additional","Delaware Smash Full Bullet!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""\"",\""Lv.2\"",\""64\"",\""250\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","alpha","additional","Delaware Smash Full Bullet!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""\"",\""Lv.3\"",\""66\"",\""250\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","alpha","additional","Delaware Smash Full Bullet!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""\"",\""Lv.4\"",\""68\"",\""250\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","alpha","additional","Delaware Smash Full Bullet!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""\"",\""Lv.5\"",\""70\"",\""250\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","alpha","additional","Delaware Smash Full Bullet!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""\"",\""Lv.6\"",\""72\"",\""250\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","alpha","additional","Delaware Smash Full Bullet!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""\"",\""Lv.7\"",\""74\"",\""250\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","alpha","additional","Delaware Smash Full Bullet!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""\"",\""Lv.8\"",\""76\"",\""250\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","alpha","additional","Delaware Smash Full Bullet!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""\"",\""Lv.9\"",\""78\"",\""250\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","base","Manchester Smash!","""[\""Level\"",\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""Lv.1\"",\""x1\"",\""x1\"",\""8s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","base","Manchester Smash!","""[\""Level\"",\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""Lv.2\"",\""x1\"",\""x1\"",\""8s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","base","Manchester Smash!","""[\""Level\"",\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""Lv.3\"",\""x1\"",\""x1\"",\""8s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","base","Manchester Smash!","""[\""Level\"",\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""Lv.4\"",\""x2\"",\""x1\"",\""8s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","base","Manchester Smash!","""[\""Level\"",\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""Lv.5\"",\""x2\"",\""x1\"",\""8s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","base","Manchester Smash!","""[\""Level\"",\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""Lv.6\"",\""x2\"",\""x1\"",\""8s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","base","Manchester Smash!","""[\""Level\"",\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""Lv.7\"",\""x2\"",\""x1\"",\""8s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","base","Manchester Smash!","""[\""Level\"",\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""Lv.8\"",\""x2\"",\""x1\"",\""8s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","base","Manchester Smash!","""[\""Level\"",\""Ammo\"",\""Use Ammo\"",\""Reload\""]""","""[\""Lv.9\"",\""x3\"",\""x1\"",\""8s\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Grab (掴み)\"",\""\"",\""80\"",\""0\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Release (離し)\"",\""\"",\""0\"",\""100\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Small (_S_)\"",\""Lv.1\"",\""60\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Small (_S_)\"",\""Lv.2\"",\""65\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Small (_S_)\"",\""Lv.3\"",\""70\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Small (_S_)\"",\""Lv.4\"",\""75\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Small (_S_)\"",\""Lv.5\"",\""80\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Small (_S_)\"",\""Lv.6\"",\""85\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Small (_S_)\"",\""Lv.7\"",\""90\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Small (_S_)\"",\""Lv.8\"",\""95\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Small (_S_)\"",\""Lv.9\"",\""100\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Medium (_M_)\"",\""Lv.1\"",\""140\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Medium (_M_)\"",\""Lv.2\"",\""145\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Medium (_M_)\"",\""Lv.3\"",\""150\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Medium (_M_)\"",\""Lv.4\"",\""155\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Medium (_M_)\"",\""Lv.5\"",\""160\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Medium (_M_)\"",\""Lv.6\"",\""165\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Medium (_M_)\"",\""Lv.7\"",\""170\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Medium (_M_)\"",\""Lv.8\"",\""175\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Medium (_M_)\"",\""Lv.9\"",\""180\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Large (_L_)\"",\""Lv.1\"",\""140\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Large (_L_)\"",\""Lv.2\"",\""145\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Large (_L_)\"",\""Lv.3\"",\""150\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Large (_L_)\"",\""Lv.4\"",\""155\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Large (_L_)\"",\""Lv.5\"",\""160\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Large (_L_)\"",\""Lv.6\"",\""165\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Large (_L_)\"",\""Lv.7\"",\""170\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Large (_L_)\"",\""Lv.8\"",\""175\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","beta","additional","Manchester Smash!","""[\""Type\"",\""Level\"",\""Damage\"",\""Down Power\""]""","""[\""Large (_L_)\"",\""Lv.9\"",\""180\"",\""500\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","gamma","base","Ground Impact","""[\""Level\"",\""Damage\"",\""Ammo\"",\""Use Ammo\"",\""Reload\"",\""Down Power\""]""","""[\""Lv.1\"",\""100\"",\""x2\"",\""x1\"",\""6s\"",\""100\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","gamma","base","Ground Impact","""[\""Level\"",\""Damage\"",\""Ammo\"",\""Use Ammo\"",\""Reload\"",\""Down Power\""]""","""[\""Lv.2\"",\""105\"",\""x2\"",\""x1\"",\""6s\"",\""100\""]"""
"izuku","1","Izuku Midoriya","Hero","Assault","Full Bullet","Strike","1","gamma","base","Ground Impact","""[\""Level\"",\""Damage\"",\""Ammo\"",\""Use Ammo\"",\""Reload\"",\""Down Power\""]""","""[\""Lv.3\"",\""110\"",\""x2\"",\""x1\"",\""6s\"",\""100\""]"""
